PRECIOS INDEX MES;;;;;;;;;;;;PRECIOS INDEX POTENCIA;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
SISTEMA;TARIFA;CIA;MES;FEE;P1.;P2.;P3.;P4.;P5;P6.;;SISTEMA;CIA;PRODUCTO;PRODUCTO CIA;TARIFA;P1;P2;P3;P4;P5;P6
PENINSULA;2.0TD;CANDELA;01/04/2023;05 / Bi0,018;0,2193127 €;0,1672767 €;0,1369811 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/04/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1476889 €;0,1306695 €;0,1361356 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/04/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1372039 €;0,1211885 €;0,1271916 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/04/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1337479 €;0,1200925 €;0,1264366 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/04/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1332279 €;0,1199735 €;0,1263716 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/04/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1324869 €;0,1195225 €;0,1260746 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/03/2023;05 / Bi0,018;0,2385672 €;0,1799028 €;0,1612738 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/03/2023;05 / Bi0,018;0,0000000 €;0,1884597 €;0,1576900 €;0,0000000 €;0,0000000 €;0,1568787 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/03/2023;05 / Bi0,018;0,0000000 €;0,1708667 €;0,1448070 €;0,0000000 €;0,0000000 €;0,1479347 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/03/2023;05 / Bi0,018;0,0000000 €;0,1599877 €;0,1394440 €;0,0000000 €;0,0000000 €;0,1471797 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/03/2023;05 / Bi0,018;0,0000000 €;0,1574997 €;0,1385610 €;0,0000000 €;0,0000000 €;0,1471147 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/03/2023;05 / Bi0,018;0,0000000 €;0,1548347 €;0,1372860 €;0,0000000 €;0,0000000 €;0,1468177 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/02/2023;05 / Bi0,018;0,2950322 €;0,2387377 €;0,1951223 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/02/2023;05 / Bi0,018;0,2576561 €;0,2358618 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1916985 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/02/2023;05 / Bi0,018;0,2370621 €;0,2182688 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1827545 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/02/2023;05 / Bi0,018;0,2226831 €;0,2073898 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1819995 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/02/2023;05 / Bi0,018;0,2197951 €;0,2049018 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1819345 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/02/2023;05 / Bi0,018;0,2162901 €;0,2022368 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1816375 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/01/2023;05 / Bi0,018;0,2556938 €;0,1850936 €;0,1178135 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/01/2023;05 / Bi0,018;0,2134907 €;0,1830209 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1137205 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/01/2023;05 / Bi0,018;0,1928967 €;0,1654279 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1047765 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/01/2023;05 / Bi0,018;0,1785177 €;0,1545489 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1040215 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/01/2023;05 / Bi0,018;0,1756297 €;0,1520609 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1039565 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/01/2023;05 / Bi0,018;0,1721247 €;0,1493959 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1036595 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/12/2022;05 / Bi0,018;0,2993185 €;0,2401405 €;0,2301547 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/12/2022;05 / Bi0,018;0,2601369 €;0,2410578 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2252983 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/12/2022;05 / Bi0,018;0,2398909 €;0,2239618 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2163443 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/12/2022;05 / Bi0,018;0,2241939 €;0,2116868 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2156023 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/12/2022;05 / Bi0,018;0,2216039 €;0,2097878 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2155683 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/12/2022;05 / Bi0,018;0,2175059 €;0,2065198 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2152193 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/11/2022;05 / Bi0,018;0,2852053 €;0,2249872 €;0,1920893 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/11/2022;05 / Bi0,018;0,0000000 €;0,2337321 €;0,2096590 €;0,0000000 €;0,0000000 €;0,1850699 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/11/2022;05 / Bi0,018;0,0000000 €;0,2166361 €;0,1970850 €;0,0000000 €;0,0000000 €;0,1761159 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/11/2022;05 / Bi0,018;0,0000000 €;0,2043611 €;0,1901880 €;0,0000000 €;0,0000000 €;0,1753739 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/11/2022;05 / Bi0,018;0,0000000 €;0,2024621 €;0,1893990 €;0,0000000 €;0,0000000 €;0,1753399 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/11/2022;05 / Bi0,018;0,0000000 €;0,1991941 €;0,1871970 €;0,0000000 €;0,0000000 €;0,1749909 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/10/2022;05 / Bi0,018;0,3308801 €;0,2686186 €;0,2296664 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/10/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2589968 €;0,2339784 €;0,2224382 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/10/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2486918 €;0,2244524 €;0,2134842 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/10/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2447178 €;0,2233494 €;0,2127422 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/10/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2434048 €;0,2232574 €;0,2127082 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/10/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2432838 €;0,2227464 €;0,2123592 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/09/2022;05 / Bi0,018;0,4090549 €;0,3458349 €;0,3244877 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/09/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,3446854 €;0,3148836 €;0,0000000 €;0,3182147 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/09/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,3321114 €;0,3045786 €;0,0000000 €;0,3092607 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/09/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,3252144 €;0,3006046 €;0,0000000 €;0,3085187 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/09/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,3244254 €;0,2992916 €;0,0000000 €;0,3084847 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/09/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,3222234 €;0,2991706 €;0,0000000 €;0,3081357 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/08/2022;05 / Bi0,018;0,4532388 €;0,4103064 €;0,4206832 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/08/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,3915914 €;0,3858040 €;0,0000000 €;0,4178240 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/08/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,3790174 €;0,3754990 €;0,0000000 €;0,4088700 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/08/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,3721204 €;0,3715250 €;0,0000000 €;0,4081280 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/08/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,3713314 €;0,3702120 €;0,0000000 €;0,4080940 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/08/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,3691294 €;0,3700910 €;0,0000000 €;0,4077450 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/07/2022;05 / Bi0,018;0,4072106 €;0,3605150 €;0,3538060 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/07/2022;05 / Bi0,018;0,3709750 €;0,3594754 €;0,0000000 €;0,0000000 €;0,0000000 €;0,3479837 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/07/2022;05 / Bi0,018;0,3507290 €;0,3423794 €;0,0000000 €;0,0000000 €;0,0000000 €;0,3390297 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/07/2022;05 / Bi0,018;0,3350320 €;0,3301044 €;0,0000000 €;0,0000000 €;0,0000000 €;0,3382877 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/07/2022;05 / Bi0,018;0,3324420 €;0,3282054 €;0,0000000 €;0,0000000 €;0,0000000 €;0,3382537 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/07/2022;05 / Bi0,018;0,3283440 €;0,3249374 €;0,0000000 €;0,0000000 €;0,0000000 €;0,3379047 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/06/2022;05 / Bi0,018;0,3670334 €;0,3212606 €;0,2954857 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/06/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,3050871 €;0,2955187 €;0,0000000 €;0,2903208 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/06/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,2925131 €;0,2852137 €;0,0000000 €;0,2813668 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/06/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,2856161 €;0,2812397 €;0,0000000 €;0,2806248 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/06/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,2848271 €;0,2799267 €;0,0000000 €;0,2805908 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/06/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,2826251 €;0,2798057 €;0,0000000 €;0,2802418 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/05/2022;05 / Bi0,018;0,3428628 €;0,2949421 €;0,2578605 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/05/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2733435 €;0,2618346 €;0,2519698 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/05/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2630385 €;0,2523086 €;0,2430158 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/05/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2590645 €;0,2512056 €;0,2422738 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/05/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2577515 €;0,2511136 €;0,2422398 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/05/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2576305 €;0,2506026 €;0,2418908 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/04/2022;05 / Bi0,018;0,3632519 €;0,3048784 €;0,2637698 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/04/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2939660 €;0,2688352 €;0,2583134 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/04/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2836610 €;0,2593092 €;0,2493594 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/04/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2796870 €;0,2582062 €;0,2486174 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/04/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2783740 €;0,2581142 €;0,2485834 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/04/2022;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,2782530 €;0,2576032 €;0,2482344 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/03/2022;05 / Bi0,018;0,5040776 €;0,4144034 €;0,3772145 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/03/2022;05 / Bi0,018;0,0000000 €;0,4392156 €;0,3963512 €;0,0000000 €;0,0000000 €;0,3698729 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/03/2022;05 / Bi0,018;0,0000000 €;0,4171606 €;0,3810972 €;0,0000000 €;0,0000000 €;0,3603829 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/03/2022;05 / Bi0,018;0,0000000 €;0,4017456 €;0,3725042 €;0,0000000 €;0,0000000 €;0,3593019 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/03/2022;05 / Bi0,018;0,0000000 €;0,3993466 €;0,3714452 €;0,0000000 €;0,0000000 €;0,3592139 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/03/2022;05 / Bi0,018;0,0000000 €;0,3946666 €;0,3684812 €;0,0000000 €;0,0000000 €;0,3587129 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/02/2022;05 / Bi0,018;0,4001544 €;0,3089093 €;0,2821265 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/02/2022;05 / Bi0,018;0,3492495 €;0,3106922 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2740888 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/02/2022;05 / Bi0,018;0,3223025 €;0,2886372 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2645988 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/02/2022;05 / Bi0,018;0,3023655 €;0,2732222 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2635178 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/02/2022;05 / Bi0,018;0,2991005 €;0,2708232 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2634298 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/02/2022;05 / Bi0,018;0,2930975 €;0,2661432 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2629288 €;;;;;;;;;;;;
PENINSULA;2.0TD;CANDELA;01/01/2022;05 / Bi0,018;0,4082112 €;0,3195526 €;0,2810853 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
PENINSULA;3.0TD;CANDELA;01/01/2022;05 / Bi0,018;0,3586297 €;0,3247545 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2723852 €;;;;;;;;;;;;
PENINSULA;6.1TD;CANDELA;01/01/2022;05 / Bi0,018;0,3316827 €;0,3026995 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2628952 €;;;;;;;;;;;;
PENINSULA;6.2TD;CANDELA;01/01/2022;05 / Bi0,018;0,3117457 €;0,2872845 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2618142 €;;;;;;;;;;;;
PENINSULA;6.3TD;CANDELA;01/01/2022;05 / Bi0,018;0,3084807 €;0,2848855 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2617262 €;;;;;;;;;;;;
PENINSULA;6.4TD;CANDELA;01/01/2022;05 / Bi0,018;0,3024777 €;0,2802055 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2612252 €;;;;;;;;;;;;
CANARIAS;2.0TD;CANDELA;01/08/2023;05 / Bi0,018;0,2350152 €;0,1830636 €;0,1514959 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
CANARIAS;3.0TD;CANDELA;01/08/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,1710016 €;0,1584715 €;0,0000000 €;0,1481290 €;;;;;;;;;;;;
CANARIAS;6.1TD;CANDELA;01/08/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,1581186 €;0,1479865 €;0,0000000 €;0,1391850 €;;;;;;;;;;;;
CANARIAS;6.2TD;CANDELA;01/08/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,1527556 €;0,1445305 €;0,0000000 €;0,1384300 €;;;;;;;;;;;;
CANARIAS;6.3TD;CANDELA;01/08/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,1518726 €;0,1440105 €;0,0000000 €;0,1383650 €;;;;;;;;;;;;
CANARIAS;6.4TD;CANDELA;01/08/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,1505976 €;0,1432695 €;0,0000000 €;0,1380680 €;;;;;;;;;;;;
CANARIAS;2.0TD;CANDELA;01/07/2023;05 / Bi0,018;0,2299043 €;0,1820227 €;0,1424801 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
CANARIAS;3.0TD;CANDELA;01/07/2023;05 / Bi0,018;0,1948772 €;0,1807146 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1393763 €;;;;;;;;;;;;
CANARIAS;6.1TD;CANDELA;01/07/2023;05 / Bi0,018;0,1742832 €;0,1631216 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1304323 €;;;;;;;;;;;;
CANARIAS;6.2TD;CANDELA;01/07/2023;05 / Bi0,018;0,1599042 €;0,1522426 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1296773 €;;;;;;;;;;;;
CANARIAS;6.3TD;CANDELA;01/07/2023;05 / Bi0,018;0,1570162 €;0,1497546 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1296123 €;;;;;;;;;;;;
CANARIAS;6.4TD;CANDELA;01/07/2023;05 / Bi0,018;0,1535112 €;0,1470896 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1293153 €;;;;;;;;;;;;
CANARIAS;2.0TD;CANDELA;01/06/2023;05 / Bi0,018;0,2308100 €;0,1831508 €;0,1489236 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
CANARIAS;3.0TD;CANDELA;01/06/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,1673078 €;0,1573376 €;0,0000000 €;0,1456589 €;;;;;;;;;;;;
CANARIAS;6.1TD;CANDELA;01/06/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,1544248 €;0,1468526 €;0,0000000 €;0,1367149 €;;;;;;;;;;;;
CANARIAS;6.2TD;CANDELA;01/06/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,1490618 €;0,1433966 €;0,0000000 €;0,1359599 €;;;;;;;;;;;;
CANARIAS;6.3TD;CANDELA;01/06/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,1481788 €;0,1428766 €;0,0000000 €;0,1358949 €;;;;;;;;;;;;
CANARIAS;6.4TD;CANDELA;01/06/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,1469038 €;0,1421356 €;0,0000000 €;0,1355979 €;;;;;;;;;;;;
CANARIAS;2.0TD;CANDELA;01/05/2023;05 / Bi0,018;0,2096200 €;0,1626562 €;0,1356894 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
CANARIAS;3.0TD;CANDELA;01/05/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1390561 €;0,1282577 €;0,1331766 €;;;;;;;;;;;;
CANARIAS;6.1TD;CANDELA;01/05/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1285711 €;0,1187767 €;0,1242326 €;;;;;;;;;;;;
CANARIAS;6.2TD;CANDELA;01/05/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1251151 €;0,1176807 €;0,1234776 €;;;;;;;;;;;;
CANARIAS;6.3TD;CANDELA;01/05/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1245951 €;0,1175617 €;0,1234126 €;;;;;;;;;;;;
CANARIAS;6.4TD;CANDELA;01/05/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1238541 €;0,1171107 €;0,1231156 €;;;;;;;;;;;;
CANARIAS;2.0TD;CANDELA;01/04/2023;05 / Bi0,018;0,2193127 €;0,1672767 €;0,1369811 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
CANARIAS;3.0TD;CANDELA;01/04/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1476889 €;0,1306695 €;0,1361356 €;;;;;;;;;;;;
CANARIAS;6.1TD;CANDELA;01/04/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1372039 €;0,1211885 €;0,1271916 €;;;;;;;;;;;;
CANARIAS;6.2TD;CANDELA;01/04/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1337479 €;0,1200925 €;0,1264366 €;;;;;;;;;;;;
CANARIAS;6.3TD;CANDELA;01/04/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1332279 €;0,1199735 €;0,1263716 €;;;;;;;;;;;;
CANARIAS;6.4TD;CANDELA;01/04/2023;05 / Bi0,018;0,0000000 €;0,0000000 €;0,0000000 €;0,1324869 €;0,1195225 €;0,1260746 €;;;;;;;;;;;;
CANARIAS;2.0TD;CANDELA;01/03/2023;05 / Bi0,018;0,2385672 €;0,1799028 €;0,1612738 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
CANARIAS;3.0TD;CANDELA;01/03/2023;05 / Bi0,018;0,0000000 €;0,1884597 €;0,1576900 €;0,0000000 €;0,0000000 €;0,1568787 €;;;;;;;;;;;;
CANARIAS;6.1TD;CANDELA;01/03/2023;05 / Bi0,018;0,0000000 €;0,1708667 €;0,1448070 €;0,0000000 €;0,0000000 €;0,1479347 €;;;;;;;;;;;;
CANARIAS;6.2TD;CANDELA;01/03/2023;05 / Bi0,018;0,0000000 €;0,1599877 €;0,1394440 €;0,0000000 €;0,0000000 €;0,1471797 €;;;;;;;;;;;;
CANARIAS;6.3TD;CANDELA;01/03/2023;05 / Bi0,018;0,0000000 €;0,1574997 €;0,1385610 €;0,0000000 €;0,0000000 €;0,1471147 €;;;;;;;;;;;;
CANARIAS;6.4TD;CANDELA;01/03/2023;05 / Bi0,018;0,0000000 €;0,1548347 €;0,1372860 €;0,0000000 €;0,0000000 €;0,1468177 €;;;;;;;;;;;;
CANARIAS;2.0TD;CANDELA;01/02/2023;05 / Bi0,018;0,2950322 €;0,2387377 €;0,1951223 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
CANARIAS;3.0TD;CANDELA;01/02/2023;05 / Bi0,018;0,2576561 €;0,2358618 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1916985 €;;;;;;;;;;;;
CANARIAS;6.1TD;CANDELA;01/02/2023;05 / Bi0,018;0,2370621 €;0,2182688 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1827545 €;;;;;;;;;;;;
CANARIAS;6.2TD;CANDELA;01/02/2023;05 / Bi0,018;0,2226831 €;0,2073898 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1819995 €;;;;;;;;;;;;
CANARIAS;6.3TD;CANDELA;01/02/2023;05 / Bi0,018;0,2197951 €;0,2049018 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1819345 €;;;;;;;;;;;;
CANARIAS;6.4TD;CANDELA;01/02/2023;05 / Bi0,018;0,2162901 €;0,2022368 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1816375 €;;;;;;;;;;;;
CANARIAS;2.0TD;CANDELA;01/01/2023;05 / Bi0,018;0,2556938 €;0,1850936 €;0,1178135 €;0,0000000 €;0,0000000 €;0,0000000 €;;;;;;;;;;;;
CANARIAS;3.0TD;CANDELA;01/01/2023;05 / Bi0,018;0,2134907 €;0,1830209 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1137205 €;;;;;;;;;;;;
CANARIAS;6.1TD;CANDELA;01/01/2023;05 / Bi0,018;0,1928967 €;0,1654279 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1047765 €;;;;;;;;;;;;
CANARIAS;6.2TD;CANDELA;01/01/2023;05 / Bi0,018;0,1785177 €;0,1545489 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1040215 €;;;;;;;;;;;;
CANARIAS;6.3TD;CANDELA;01/01/2023;05 / Bi0,018;0,1756297 €;0,1520609 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1039565 €;;;;;;;;;;;;
CANARIAS;6.4TD;CANDELA;01/01/2023;05 / Bi0,018;0,1721247 €;0,1493959 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1036595 €;;;;;;;;;;;;
